date,equity,drawdown
2020-01-28,0.8037883831400131,-0.5133224869387403
2020-01-29,0.8037883831400131,-0.5133224869387403
2020-01-30,0.8037883831400131,-0.5133224869387403
2020-01-31,0.8037883831400131,-0.5133224869387403
2020-02-01,0.8037883831400131,-0.5133224869387403
2020-02-02,0.8037883831400131,-0.5133224869387403
2020-02-03,0.8037883831400131,-0.5133224869387403
2020-02-04,0.8037883831400131,-0.5133224869387403
2020-02-05,0.8037883831400131,-0.5133224869387403
2020-02-06,0.8037883831400131,-0.5133224869387403
2020-02-07,0.8037883831400131,-0.5133224869387403
2020-02-08,0.8037883831400131,-0.5133224869387403
2020-02-09,0.8037883831400131,-0.5133224869387403
2020-02-10,0.8037883831400131,-0.5133224869387403
2020-02-11,0.8037883831400131,-0.5133224869387403
2020-02-12,0.8037883831400131,-0.5133224869387403
2020-02-13,0.8037883831400131,-0.5133224869387403
2020-02-14,0.8037883831400131,-0.5133224869387403
2020-02-15,0.8037883831400131,-0.5133224869387403
2020-02-16,0.8037883831400131,-0.5133224869387403
2020-02-17,0.8037883831400131,-0.5133224869387403
2020-02-18,0.8037883831400131,-0.5133224869387403
2020-02-19,0.8037883831400131,-0.5133224869387403
2020-02-20,0.8037883831400131,-0.5133224869387403
2020-02-21,0.8037883831400131,-0.5133224869387403
2020-02-22,0.8037883831400131,-0.5133224869387403
2020-02-23,0.8037883831400131,-0.5133224869387403
2020-02-24,0.8037883831400131,-0.5133224869387403
2020-02-25,0.8037883831400131,-0.5133224869387403
2020-02-26,0.8037883831400131,-0.5133224869387403
2020-02-27,0.8037883831400131,-0.5133224869387403
2020-02-28,0.8037883831400131,-0.5133224869387403
2020-02-29,0.8037883831400131,-0.5133224869387403
2020-03-01,0.8037883831400131,-0.5133224869387403
2020-03-02,0.8037883831400131,-0.5133224869387403
2020-03-03,0.8037883831400131,-0.5133224869387403
2020-03-04,0.8037883831400131,-0.5133224869387403
2020-03-05,0.8037883831400131,-0.5133224869387403
2020-03-06,0.8037883831400131,-0.5133224869387403
2020-03-07,0.8037883831400131,-0.5133224869387403
2020-03-08,0.8037883831400131,-0.5133224869387403
2020-03-09,0.8037883831400131,-0.5133224869387403
2020-03-10,0.8037883831400131,-0.5133224869387403
2020-03-11,0.8037883831400131,-0.5133224869387403
2020-03-12,0.8037883831400131,-0.5133224869387403
2020-03-13,0.8037883831400131,-0.5133224869387403
2020-03-14,0.8037883831400131,-0.5133224869387403
2020-03-15,0.8037883831400131,-0.5133224869387403
2020-03-16,0.8037883831400131,-0.5133224869387403
2020-03-17,0.8037883831400131,-0.5133224869387403
2020-03-18,0.8037883831400131,-0.5133224869387403
2020-03-19,0.8037883831400131,-0.5133224869387403
2020-03-20,0.8037883831400131,-0.5133224869387403
2020-03-21,0.8037883831400131,-0.5133224869387403
2020-03-22,0.8037883831400131,-0.5133224869387403
2020-03-23,0.8037883831400131,-0.5133224869387403
2020-03-24,0.8037883831400131,-0.5133224869387403
2020-03-25,0.8037883831400131,-0.5133224869387403
2020-03-26,0.8037883831400131,-0.5133224869387403
2020-03-27,0.8037883831400131,-0.5133224869387403
2020-03-28,0.8037883831400131,-0.5133224869387403
2020-03-29,0.8037883831400131,-0.5133224869387403
2020-03-30,0.8037883831400131,-0.5133224869387403
2020-03-31,0.8037883831400131,-0.5133224869387403
2020-04-01,0.8037883831400131,-0.5133224869387403
2020-04-02,0.8037883831400131,-0.5133224869387403
2020-04-03,0.8037883831400131,-0.5133224869387403
2020-04-04,0.8037883831400131,-0.5133224869387403
2020-04-05,0.8037883831400131,-0.5133224869387403
2020-04-06,0.8037883831400131,-0.5133224869387403
2020-04-07,0.8037883831400131,-0.5133224869387403
2020-04-08,0.8037883831400131,-0.5133224869387403
2020-04-09,0.8037883831400131,-0.5133224869387403
2020-04-10,0.8037883831400131,-0.5133224869387403
2020-04-11,0.8037883831400131,-0.5133224869387403
2020-04-12,0.8037883831400131,-0.5133224869387403
2020-04-13,0.8037883831400131,-0.5133224869387403
2020-04-14,0.8037883831400131,-0.5133224869387403
2020-04-15,0.8037883831400131,-0.5133224869387403
2020-04-16,0.8037883831400131,-0.5133224869387403
2020-04-17,0.8037883831400131,-0.5133224869387403
2020-04-18,0.8037883831400131,-0.5133224869387403
2020-04-19,0.8037883831400131,-0.5133224869387403
2020-04-20,0.8037883831400131,-0.5133224869387403
2020-04-21,0.8037883831400131,-0.5133224869387403
2020-04-22,0.8037883831400131,-0.5133224869387403
2020-04-23,0.8037883831400131,-0.5133224869387403
2020-04-24,0.8037883831400131,-0.5133224869387403
2020-04-25,0.8037883831400131,-0.5133224869387403
2020-04-26,0.8037883831400131,-0.5133224869387403
2020-04-27,0.8037883831400131,-0.5133224869387403
2020-04-28,0.8037883831400131,-0.5133224869387403
2020-04-29,0.8037883831400131,-0.5133224869387403
2020-04-30,0.8037883831400131,-0.5133224869387403
2020-05-01,0.8037883831400131,-0.5133224869387403
2020-05-02,0.8037883831400131,-0.5133224869387403
2020-05-03,0.8037883831400131,-0.5133224869387403
2020-05-04,0.8037883831400131,-0.5133224869387403
2020-05-05,0.8037883831400131,-0.5133224869387403
2020-05-06,0.8037883831400131,-0.5133224869387403
2020-05-07,0.8037883831400131,-0.5133224869387403
2020-05-08,0.8037883831400131,-0.5133224869387403
2020-05-09,0.8037883831400131,-0.5133224869387403
2020-05-10,0.8037883831400131,-0.5133224869387403
2020-05-11,0.8037883831400131,-0.5133224869387403
2020-05-12,0.8037883831400131,-0.5133224869387403
2020-05-13,0.8037883831400131,-0.5133224869387403
2020-05-14,0.8037883831400131,-0.5133224869387403
2020-05-15,0.8037883831400131,-0.5133224869387403
2020-05-16,0.8037883831400131,-0.5133224869387403
2020-05-17,0.8037883831400131,-0.5133224869387403
2020-05-18,0.8037883831400131,-0.5133224869387403
2020-05-19,0.8037883831400131,-0.5133224869387403
2020-05-20,0.8037883831400131,-0.5133224869387403
2020-05-21,0.8037883831400131,-0.5133224869387403
2020-05-22,0.8037883831400131,-0.5133224869387403
2020-05-23,0.8037883831400131,-0.5133224869387403
2020-05-24,0.8037883831400131,-0.5133224869387403
2020-05-25,0.8037883831400131,-0.5133224869387403
2020-05-26,0.8037883831400131,-0.5133224869387403
2020-05-27,0.8037883831400131,-0.5133224869387403
2020-05-28,0.8037883831400131,-0.5133224869387403
2020-05-29,0.8037883831400131,-0.5133224869387403
2020-05-30,0.8037883831400131,-0.5133224869387403
2020-05-31,0.8037883831400131,-0.5133224869387403
2020-06-01,0.8037883831400131,-0.5133224869387403
2020-06-02,0.8037883831400131,-0.5133224869387403
2020-06-03,0.8037883831400131,-0.5133224869387403
2020-06-04,0.8037883831400131,-0.5133224869387403
2020-06-05,0.8037883831400131,-0.5133224869387403
2020-06-06,0.8037883831400131,-0.5133224869387403
2020-06-07,0.8033864889484431,-0.5135658256952709
2020-06-08,0.8030342177844557,-0.5137791187181717
2020-06-09,0.8040918543398852,-0.5131387413012847
2020-06-10,0.8136295137984968,-0.5073638825410607
2020-06-11,0.7657173432423441,-0.5363737270483226
2020-06-12,0.7767776701153871,-0.5296769241470551
2020-06-13,0.7772402317839875,-0.5293968524674515
2020-06-14,0.7688713224488855,-0.5344640568059014
2020-06-15,0.7770558655673213,-0.5295084824607454
2020-06-16,0.7827835642359853,-0.5260404774458681
2020-06-17,0.7769496903800446,-0.5295727693765264
2020-06-18,0.769370098910045,-0.5341620578061865
2020-06-19,0.7668967931909281,-0.5356595941001521
2020-06-20,0.7684178144784249,-0.5347386466554771
2020-06-21,0.7657947112082667,-0.536326882318994
2020-06-22,0.7950587327867042,-0.5186081126245031
2020-06-23,0.7922529094268141,-0.5203069815849453
2020-06-24,0.7633888966934649,-0.537783554061843
2020-06-25,0.7605592044930243,-0.5394968751196312
2020-06-26,0.7522009949829966,-0.5445576009316844
2020-06-27,0.7418386259301902,-0.550831804572625
2020-06-28,0.7509005547047254,-0.5453449910629542
2020-06-29,0.7582546267846957,-0.5408922500358053
2020-06-30,0.7509400617511539,-0.5453210703501055
2020-07-01,0.7593377783076101,-0.5402364238252035
2020-07-02,0.7520791815898421,-0.5446313564629679
2020-07-03,0.7459127900931284,-0.5483649810601028
2020-07-04,0.7507021964091157,-0.545465092975382
2020-07-05,0.746034603486283,-0.5482912255288191
2020-07-06,0.7674918680777572,-0.5352992883628686
2020-07-07,0.7600061058430254,-0.539831765099513
2020-07-08,0.7770171815843598,-0.5295319048254099
2020-07-09,0.7600768893012096,-0.5397889071556592
2020-07-10,0.7611567485702551,-0.5391350743377947
2020-07-11,0.7595921049189933,-0.5400824342362401
2020-07-12,0.764920617806036,-0.5368561280907715
2020-07-13,0.7596143276326094,-0.5400689788352627
2020-07-14,0.7607221710595415,-0.5393982021791305
2020-07-15,0.7590093759841731,-0.5404352647507584
2020-07-16,0.7508873856892491,-0.5453529646339039
2020-07-17,0.7517639482818811,-0.5448222238175735
2020-07-18,0.7520001674969848,-0.5446791978886656
2020-07-19,0.7570965764862603,-0.5415934259311831
2020-07-20,0.7524388603250346,-0.5444135783064081
2020-07-21,0.7695141350168152,-0.5340748468739259
2020-07-22,0.7858288990648477,-0.5241965891637811
2020-07-23,0.7888482090384075,-0.5223684584021087
2020-07-24,0.7888482090384075,-0.5223684584021087
2020-07-25,0.7888482090384075,-0.5223684584021087
2020-07-26,0.7888482090384075,-0.5223684584021087
2020-07-27,0.7888482090384075,-0.5223684584021087
2020-07-28,0.7888482090384075,-0.5223684584021087
2020-07-29,0.7888482090384075,-0.5223684584021087
2020-07-30,0.7888482090384075,-0.5223684584021087
2020-07-31,0.7888482090384075,-0.5223684584021087
2020-08-01,0.7888482090384075,-0.5223684584021087
2020-08-02,0.7888482090384075,-0.5223684584021087
2020-08-03,0.7888482090384075,-0.5223684584021087
2020-08-04,0.7884537849338883,-0.5226072741729076
2020-08-05,0.8186500279762258,-0.5043240633479034
2020-08-06,0.8267593657830825,-0.49941402428887005
2020-08-07,0.8169595277951919,-0.5053476268145973
2020-08-08,0.8262474339478941,-0.4997239885999155
2020-08-09,0.8196288866501023,-0.5037313843355747
2020-08-10,0.8358327949993393,-0.4939202474957113
2020-08-11,0.7986642935148422,-0.5164250189580998
2020-08-12,0.8153934945576033,-0.5062958280792929
2020-08-13,0.8261152317706753,-0.4998040343285921
2020-08-14,0.8267889003120357,-0.4993961417324636
2020-08-15,0.8359312434291832,-0.4938606389743564
2020-08-16,0.8358363110146909,-0.4939181186199486
2020-08-17,0.8662048388092554,-0.47553059288257316
2020-08-18,0.8460904181860045,-0.4877094653456834
2020-08-19,0.8266763878207859,-0.499464265756869
2020-08-20,0.8351218566952525,-0.49435070617492394
2020-08-21,0.8233319540183743,-0.5014892523823252
2020-08-22,0.8181570826239364,-0.5046225317298301
2020-08-23,0.8177766497628967,-0.5048528760873516
2020-08-24,0.826501993459348,-0.49956985799469766
2020-08-25,0.7984427845476938,-0.5165591381311481
2020-08-26,0.807465583142888,-0.5110960171489718
2020-08-27,0.7974695514983797,-0.5171484109422565
2020-08-28,0.8077447547618023,-0.5109269844134156
2020-08-29,0.8075703604003646,-0.5110325766512442
2020-08-30,0.8194340993996257,-0.5038493240528267
2020-08-31,0.8187055810187809,-0.5042904271108529
2020-09-01,0.8441059791215794,-0.4889110028261372
2020-09-02,0.799905446933946,-0.5156735258138754
2020-09-03,0.7542169370495291,-0.5433369890243777
2020-09-04,0.736723354269337,-0.5539289974939902
2020-09-05,0.7106063922378889,-0.5697422866591391
2020-09-06,0.7195033174834968,-0.5643553794292666
2020-09-07,0.7283221871883,-0.5590157332413255
2020-09-08,0.7108743126076783,-0.5695800663260233
2020-09-09,0.7201108849362478,-0.5639875096974765
2020-09-10,0.7278510411311898,-0.559301002593524
2020-09-11,0.728170295325112,-0.5591077006742733
2020-09-12,0.7352100612620217,-0.5548452656222456
2020-09-13,0.7268644472235396,-0.5598983651325307
2020-09-14,0.7497072957596076,-0.5460674850775846
2020-09-15,0.7602398713467652,-0.5396902248429156
2020-09-16,0.7721134551890109,-0.5325010113923626
2020-09-17,0.7709876270734387,-0.5331826774115711
2020-09-18,0.7693674471994361,-0.5341636633630118
2020-09-19,0.779842391778966,-0.527821297530969
2020-09-20,0.779842391778966,-0.527821297530969
2020-09-21,0.779842391778966,-0.527821297530969
2020-09-22,0.779842391778966,-0.527821297530969
2020-09-23,0.779842391778966,-0.527821297530969
2020-09-24,0.779842391778966,-0.527821297530969
2020-09-25,0.779842391778966,-0.527821297530969
2020-09-26,0.779842391778966,-0.527821297530969
2020-09-27,0.779842391778966,-0.527821297530969
2020-09-28,0.779842391778966,-0.527821297530969
2020-09-29,0.779842391778966,-0.527821297530969
2020-09-30,0.779842391778966,-0.527821297530969
2020-10-01,0.779842391778966,-0.527821297530969
2020-10-02,0.779842391778966,-0.527821297530969
2020-10-03,0.779842391778966,-0.527821297530969
2020-10-04,0.779842391778966,-0.527821297530969
2020-10-05,0.779842391778966,-0.527821297530969
2020-10-06,0.779842391778966,-0.527821297530969
2020-10-07,0.779842391778966,-0.527821297530969
2020-10-08,0.779842391778966,-0.527821297530969
2020-10-09,0.779842391778966,-0.527821297530969
2020-10-10,0.779842391778966,-0.527821297530969
2020-10-11,0.779842391778966,-0.527821297530969
2020-10-12,0.779842391778966,-0.527821297530969
2020-10-13,0.7794524705830765,-0.5280573868822034
2020-10-14,0.7731897591150115,-0.5318493312623789
2020-10-15,0.7804266399098494,-0.5274675471741421
2020-10-16,0.7723945049648738,-0.5323308414709846
2020-10-17,0.7722693323698137,-0.5324066309306796
2020-10-18,0.7807436531125561,-0.5272756021294798
2020-10-19,0.7986984373594211,-0.5164043455548577
2020-10-20,0.8094197422406622,-0.5099128135722848
2020-10-21,0.877446285654968,-0.46872412552270737
2020-10-22,0.8894798619268126,-0.46143803991104937
2020-10-23,0.8784925652810687,-0.4680906244954741
2020-10-24,0.8879709879276633,-0.4623516324197643
2020-10-25,0.8863566696228927,-0.4633290693102874
2020-10-26,0.8859600629765879,-0.4635692065657341
2020-10-27,0.9293915520332549,-0.4372723235477519
2020-10-28,0.9001862005195138,-0.4549555697117009
2020-10-29,0.9175613812283829,-0.4444352512874056
2020-10-30,0.9252669789688537,-0.43976966862455
2020-10-31,0.9386427592083817,-0.4316709058173579
2020-11-01,0.936866532873044,-0.43274637472639965
2020-11-02,0.9275663451172417,-0.4383774492018916
2020-11-03,0.9465435989857124,-0.42688710807334773
2020-11-04,0.9607023882302091,-0.4183142492438243
2020-11-05,1.0620500125067018,-0.356950324643587
2020-11-06,1.0648276196025208,-0.35526854005698516
2020-11-07,1.0077652431153066,-0.3898186480962118
2020-11-08,1.0530763619554042,-0.362383687485092
2020-11-09,1.0416734106597594,-0.36928794250361274
2020-11-10,1.0410359828251323,-0.3696738920891248
2020-11-11,1.0687610323451182,-0.3528869386659169
2020-11-12,1.1044753588019882,-0.3312626405978273
2020-11-13,1.1074284796452287,-0.3294745860079573
2020-11-14,1.091170328290103,-0.3393185658843222
2020-11-15,1.0886097323781112,-0.3408689546141702
2020-11-16,1.1410897034287748,-0.309093399838561
2020-11-17,1.1988772646243266,-0.2741042072121883
2020-11-18,1.2092992437347716,-0.26779391089410354
2020-11-19,1.2106298828431286,-0.2669882359856066
2020-11-20,1.2669589111918922,-0.23288215532437595
2020-11-21,1.2676303533186555,-0.23247561077698997
2020-11-22,1.2655670463576907,-0.23372490116424527
2020-11-23,1.252125278391419,-0.24186361819747237
2020-11-24,1.3015405617206364,-0.21194366948667853
2020-11-25,1.2779740995571878,-0.22621268287121465
2020-11-26,1.1661752438790134,-0.29390461545674795
2020-11-27,1.1556348950319355,-0.300286582242153
2020-11-28,1.209302645163985,-0.2677918513979163
2020-11-29,1.2370535455459941,-0.2509892458036844
2020-11-30,1.3276834133122013,-0.19611470471959735
2020-12-01,1.3276834133122013,-0.19611470471959735
2020-12-02,1.3270195716055453,-0.1965166473672375
2020-12-03,1.3497104466919712,-0.18277778414417722
2020-12-04,1.3028087203355758,-0.21117582524579148
2020-12-05,1.3201374187307384,-0.2006836509167712
2020-12-06,1.3363832899723553,-0.19084710639929925
2020-12-07,1.3228143503502527,-0.1990628232828474
2020-12-08,1.3019565914815376,-0.21169177193050348
2020-12-09,1.2888594402737437,-0.21962183052763817
2020-12-10,1.272796464981286,-0.22934763526887936
2020-12-11,1.249764045565559,-0.24329329663467358
2020-12-12,1.3040418824170288,-0.2104291706939324
2020-12-13,1.3219199614473556,-0.19960435756737038
2020-12-14,1.3341538991981323,-0.19219695715653717
2020-12-15,1.348964314353923,-0.1832295520949372
2020-12-16,1.4800826974213395,-0.10384003872752612
2020-12-17,1.5772253867816608,-0.04502211667038636
2020-12-18,1.5881215515103666,-0.03842471060766561
2020-12-19,1.6563791510818617,0.0
2020-12-20,1.627288996137917,-0.017562497647319764
2020-12-21,1.603168900054841,-0.03212443901643325
2020-12-22,1.6364628906787058,-0.012023974335916843
2020-12-23,1.622467886629584,-0.02047312925312328
2020-12-24,1.633664721214105,-0.013713303414209732
2020-12-25,1.7010958250759523,0.0
2020-12-26,1.8333593861886732,0.0
2020-12-27,1.8321567067654134,-0.0006559976359900022
2020-12-28,1.8610542667325916,0.0
2020-12-29,1.8803442470674137,0.0
2020-12-30,1.996336996581814,0.0
2020-12-31,2.009686322507388,0.0
2021-01-01,2.030618209658528,0.0
2021-01-02,2.2160199718789038,0.0
2021-01-03,2.315617900799152,0.0
2021-01-04,2.1722877491869177,-0.06189715132309581
2021-01-05,2.3530339781559646,0.0
2021-01-06,2.514725081815814,0.0
2021-01-07,2.7127515140419893,0.0
2021-01-08,2.825111977717593,0.0
2021-01-09,2.793456429971614,-0.011205059479289514
2021-01-10,2.664507857937406,-0.05684876247274939
2021-01-11,2.426595560253081,-0.14106216695398854
2021-01-12,2.325246264062095,-0.1769366020172196
2021-01-13,2.5815021941018794,-0.08623013372111565
2021-01-14,2.6953563080289507,-0.04592938995411844
2021-01-15,2.5317565742935937,-0.10383850471690004
2021-01-16,2.4906901986181422,-0.11837469867995454
2021-01-17,2.5141819362698263,-0.110059368938348
2021-01-18,2.5167057618106883,-0.10916601477724996
2021-01-19,2.520117741165271,-0.107958282346998
2021-01-20,2.4274331405657086,-0.14076569009953677
2021-01-21,2.157804282363062,-0.2362057506455545
2021-01-22,2.157804282363062,-0.2362057506455545
2021-01-23,2.157804282363062,-0.2362057506455545
2021-01-24,2.157804282363062,-0.2362057506455545
2021-01-25,2.157804282363062,-0.2362057506455545
2021-01-26,2.157804282363062,-0.2362057506455545
2021-01-27,2.157804282363062,-0.2362057506455545
2021-01-28,2.157804282363062,-0.2362057506455545
2021-01-29,2.157804282363062,-0.2362057506455545
2021-01-30,2.157804282363062,-0.2362057506455545
2021-01-31,2.1567253802218804,-0.23658764777023167
2021-02-01,2.1941961022539354,-0.22332420110772888
2021-02-02,2.3185970998041863,-0.1792901951881638
2021-02-03,2.445792035614118,-0.13426722377564926
2021-02-04,2.4252042641906795,-0.14155464161459497
2021-02-05,2.476888535842989,-0.12326004937897495
2021-02-06,2.5665703678269614,-0.09151552643924121
2021-02-07,2.5316060398836373,-0.10389178912160457
2021-02-08,2.9177530844203146,0.0
2021-02-09,3.045883027806532,0.0
2021-02-10,2.942453845935251,-0.03395704330305971
2021-02-11,3.1182561351600513,0.0
2021-02-12,3.113292249052478,-0.0015918788875624035
2021-02-13,3.08316270575222,-0.011254184353919339
2021-02-14,3.1937746236488564,0.0
2021-02-15,3.151363488502775,-0.013279313709878227
2021-02-16,3.1949828307889248,0.0
2021-02-17,3.397576282009533,0.0
2021-02-18,3.3802805979310495,-0.005090594777831914
2021-02-19,3.6271154257668,0.0
2021-02-20,3.628633998043765,0.0
2021-02-21,3.7497911582913517,0.0
2021-02-22,3.540058004866891,-0.05593195582658228
2021-02-23,3.1578681158256643,-0.15785493577605159
2021-02-24,3.2261119323977216,-0.13965557114712812
2021-02-25,3.140513749263313,-0.16248302460280617
2021-02-26,3.0062032362706743,-0.1983011561527881
2021-02-27,3.05480732954755,-0.1853393427543526
2021-02-28,2.9556652291365735,-0.21177870863523862
2021-03-01,3.2185634088895942,-0.14166862285840454
2021-03-02,3.1267840041211654,-0.1661444938853791
2021-03-03,3.3113749733464886,-0.11691749391841699
2021-03-04,3.152299800134258,-0.15933990265989895
2021-03-05,3.1912441045389803,-0.1489541764258897
2021-03-06,3.183647330988561,-0.1509800955317102
2021-03-07,3.325526580344883,-0.11314352187543997
2021-03-08,3.379878948930358,-0.09864874968918258
2021-03-09,3.555580173877386,-0.05179248022507499
2021-03-10,3.6918917595698995,-0.015440699568942118
2021-03-11,3.758869338545621,0.0
2021-03-12,3.7361168354950793,-0.006053017809697359
2021-03-13,3.9801329480224044,0.0
2021-03-14,3.9287407847342344,-0.0129121725227056
2021-03-15,3.6716762959052196,-0.07749908260487792
2021-03-16,3.6724939385137705,-0.07729365162575519
2021-03-17,3.8241992437798684,-0.039178013970617265
2021-03-18,3.7584448685789806,-0.05569866191368633
2021-03-19,3.799324390896126,-0.04542776823978101
2021-03-20,3.80083057464872,-0.045049342751923294
2021-03-21,3.75349728316137,-0.05694173230410349
2021-03-22,3.549878405741306,-0.10810054535863622
2021-03-23,3.549878405741306,-0.10810054535863622
2021-03-24,3.549878405741306,-0.10810054535863622
2021-03-25,3.549878405741306,-0.10810054535863622
2021-03-26,3.549878405741306,-0.10810054535863622
2021-03-27,3.549878405741306,-0.10810054535863622
2021-03-28,3.549878405741306,-0.10810054535863622
2021-03-29,3.549878405741306,-0.10810054535863622
2021-03-30,3.549878405741306,-0.10810054535863622
2021-03-31,3.549878405741306,-0.10810054535863622
2021-04-01,3.5481034665384357,-0.10854649508595682
2021-04-02,3.5557974704637294,-0.10661339284395344
2021-04-03,3.466875390798704,-0.12895487762003555
2021-04-04,3.5075602231447816,-0.11873289939031517
2021-04-05,3.5465453855556,-0.10893795964334296
2021-04-06,3.505520137217526,-0.1192454666723376
2021-04-07,3.391872408916148,-0.1477992184654393
2021-04-08,3.4756942737630365,-0.12673915189441265
2021-04-09,3.504489249142649,-0.11950447512465301
2021-04-10,3.575407239121251,-0.10168647987054003
2021-04-11,3.605187312106021,-0.09420429940730535
2021-04-12,3.61063457048414,-0.09283568724051183
2021-04-13,3.8032190435207163,-0.044449244990570125
2021-04-14,3.7976175435603827,-0.045856610029247236
2021-04-15,3.8057742722323193,-0.04380724917159318
2021-04-16,3.723001973151904,-0.06460361455972474
2021-04-17,3.671090643144119,-0.07764622662462528
2021-04-18,3.3934202472939146,-0.14741032734095172
2021-04-19,3.3868288296789797,-0.14906640710035024
2021-04-20,3.3986716911633637,-0.1460909131560415
2021-04-21,3.279882175117392,-0.1759365282641988
2021-04-22,3.1262894920596196,-0.2145263656047045
2021-04-23,3.056739191110808,-0.23200073187766257
2021-04-24,3.029135972956272,-0.2389359821607595
2021-04-25,2.922337534915093,-0.2657688642367826
2021-04-26,3.235620263577542,-0.1870572400891246
2021-04-27,3.312842878229149,-0.1676552211967718
2021-04-28,3.2976693625788274,-0.17146753496831568
2021-04-29,3.2161171385139733,-0.19195735908471223
2021-04-30,3.438771490008152,-0.13601592335834833
2021-05-01,3.4716719425018567,-0.1277497541315008
2021-05-02,3.399376623394577,-0.14591380042126123
2021-05-03,3.4569689841785247,-0.1314438413681187
2021-05-04,3.2451025058466323,-0.18467484673872114
2021-05-05,3.4491370063378906,-0.13341160926504936
2021-05-06,3.399959246871144,-0.14576741750285738
2021-05-07,3.4601255140582907,-0.13065076990015823
2021-05-08,3.54583322325022,-0.10911688891899285
2021-05-09,3.507889794025528,-0.11865009540234539
2021-05-10,3.3588616977914074,-0.15609308994054738
2021-05-11,3.397137710427749,-0.1464763225771959
2021-05-12,3.1565124070870754,-0.20693292201321034
2021-05-13,2.9697324785936696,-0.2538609847017219
2021-05-14,3.0222758375848247,-0.24065957668914228
2021-05-15,2.914017527068236,-0.26785924864240673
2021-05-16,2.7592035639825414,-0.30675593001145907
2021-05-17,2.6039671066928896,-0.34575876215725054
2021-05-18,2.6039671066928896,-0.34575876215725054
2021-05-19,2.6039671066928896,-0.34575876215725054
2021-05-20,2.6039671066928896,-0.34575876215725054
2021-05-21,2.6039671066928896,-0.34575876215725054
2021-05-22,2.6039671066928896,-0.34575876215725054
2021-05-23,2.6039671066928896,-0.34575876215725054
2021-05-24,2.6039671066928896,-0.34575876215725054
2021-05-25,2.6039671066928896,-0.34575876215725054
2021-05-26,2.6039671066928896,-0.34575876215725054
2021-05-27,2.6039671066928896,-0.34575876215725054
2021-05-28,2.6039671066928896,-0.34575876215725054
2021-05-29,2.6039671066928896,-0.34575876215725054
2021-05-30,2.6039671066928896,-0.34575876215725054
2021-05-31,2.6039671066928896,-0.34575876215725054
2021-06-01,2.6039671066928896,-0.34575876215725054
2021-06-02,2.6039671066928896,-0.34575876215725054
2021-06-03,2.6039671066928896,-0.34575876215725054
2021-06-04,2.6039671066928896,-0.34575876215725054
2021-06-05,2.6039671066928896,-0.34575876215725054
2021-06-06,2.6039671066928896,-0.34575876215725054
2021-06-07,2.6039671066928896,-0.34575876215725054
2021-06-08,2.6039671066928896,-0.34575876215725054
2021-06-09,2.6039671066928896,-0.34575876215725054
2021-06-10,2.6039671066928896,-0.34575876215725054
2021-06-11,2.6039671066928896,-0.34575876215725054
2021-06-12,2.6039671066928896,-0.34575876215725054
2021-06-13,2.6039671066928896,-0.34575876215725054
2021-06-14,2.6039671066928896,-0.34575876215725054
2021-06-15,2.6039671066928896,-0.34575876215725054
2021-06-16,2.6039671066928896,-0.34575876215725054
2021-06-17,2.6039671066928896,-0.34575876215725054
2021-06-18,2.6039671066928896,-0.34575876215725054
2021-06-19,2.6039671066928896,-0.34575876215725054
2021-06-20,2.6039671066928896,-0.34575876215725054
2021-06-21,2.6039671066928896,-0.34575876215725054
2021-06-22,2.6039671066928896,-0.34575876215725054
2021-06-23,2.6039671066928896,-0.34575876215725054
2021-06-24,2.6039671066928896,-0.34575876215725054
2021-06-25,2.6039671066928896,-0.34575876215725054
2021-06-26,2.6039671066928896,-0.34575876215725054
2021-06-27,2.6039671066928896,-0.34575876215725054
2021-06-28,2.6039671066928896,-0.34575876215725054
2021-06-29,2.6039671066928896,-0.34575876215725054
2021-06-30,2.6039671066928896,-0.34575876215725054
2021-07-01,2.6039671066928896,-0.34575876215725054
2021-07-02,2.6039671066928896,-0.34575876215725054
2021-07-03,2.6039671066928896,-0.34575876215725054
2021-07-04,2.6039671066928896,-0.34575876215725054
2021-07-05,2.6039671066928896,-0.34575876215725054
2021-07-06,2.6039671066928896,-0.34575876215725054
2021-07-07,2.6039671066928896,-0.34575876215725054
2021-07-08,2.6039671066928896,-0.34575876215725054
2021-07-09,2.6039671066928896,-0.34575876215725054
2021-07-10,2.6039671066928896,-0.34575876215725054
2021-07-11,2.6039671066928896,-0.34575876215725054
2021-07-12,2.6039671066928896,-0.34575876215725054
2021-07-13,2.6039671066928896,-0.34575876215725054
2021-07-14,2.6039671066928896,-0.34575876215725054
2021-07-15,2.6039671066928896,-0.34575876215725054
2021-07-16,2.6039671066928896,-0.34575876215725054
2021-07-17,2.6039671066928896,-0.34575876215725054
2021-07-18,2.6039671066928896,-0.34575876215725054
2021-07-19,2.6039671066928896,-0.34575876215725054
2021-07-20,2.6039671066928896,-0.34575876215725054
2021-07-21,2.6039671066928896,-0.34575876215725054
2021-07-22,2.6039671066928896,-0.34575876215725054
2021-07-23,2.6039671066928896,-0.34575876215725054
2021-07-24,2.6039671066928896,-0.34575876215725054
2021-07-25,2.6039671066928896,-0.34575876215725054
2021-07-26,2.6039671066928896,-0.34575876215725054
2021-07-27,2.6039671066928896,-0.34575876215725054
2021-07-28,2.6039671066928896,-0.34575876215725054
2021-07-29,2.6039671066928896,-0.34575876215725054
